Level,Semester,GPA,Program,English in specialty,Human rights and the fight against corruption,Fundamentals of management,Calculus,Electronics,Fundamentals of computer science,Optical physics,Scientific and technical report writing,Discrete structures,Linear algebra,Probability and statistics,Programming,E-learning,Mutimedia,Advanced programming,Data structures,Logic design,Data communication,System analysis and design,Signals and systems,Operating systems,Software engineering,Computer network,Database system,Modeling and simulation,File organization and processing,Creative thinking,Computer graphics,Artificial intelligence,Information and computer networks security,Computer architecture and organization,Internet technology,Algorithms,Computer architecture,Advanced database systems,Advanced analysis and design of information systems,Concepts of porgramming languages,Genetic algorithms,Pattern recognition,Digital signals processing,Numerical methods,Advanced software engineering,Communication technology,Wireless and mobile networks,Data storage and retrieval,Advanced analysis and design of information systems,Data warehousing,Geographic information systems,Internet applications,Image processing,Advanced multimedia,Parallel processing,Project-1,Computer vision,Machine learning,Advanced computers networks,Selected Topics in information technology,Database design,Management information systems,Data mining,Selected topics in information systems,Neural networks,Knowledge based systems,Project-2,Compilers,Natural language processing,Embedded systems,Virtual reality,Distributed database,Quality assurance of information systems and programming,Output
3,1,2.71,it,66,69,75,72,85,64,66,pc,pc,pc,pc,pc,pc,pc,75,76,72,84,77,84,73,84,86,88,79,75,82,82,86,72,,75,81,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Communication technology
','Digital signals processing
','Pattern recognition','Wireless and mobile networks','Numerical methods','Advanced software engineering']"
3,2,2.66,it,66,69,75,72,85,64,66,pc,pc,pc,pc,pc,pc,pc,75,76,72,84,77,84,73,84,86,88,79,75,82,82,86,72,,75,81,82,,,,,53,83,87,93,64,84,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced computers networks
','Advanced multimedia
','Image processing','Project-1','Computer vision ','Selected Topics in information technology']"
4,1,2.7,it,66,69,75,72,85,64,66,pc,pc,pc,pc,pc,pc,pc,75,76,72,84,77,84,73,84,86,88,79,75,82,82,86,72,,75,81,82,,,,,53,83,87,93,64,84,,,,,,71,84,,92,83,,73,88,,,,,,,,,,,,,,"['Neural networks','Knowledge based system','Project-2','Embedded systems','Virtual reality','Pattern recognition']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,0.51,general,44,66,60,21,50,46,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,0.51,general,60,66,60,49,60,51,3,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design','Data communication
']"
2,1,0.62,general,60,66,60,80,60,51,3,pc,pc,pc,pc,pc,pc,pc,41,,57,50,,,,81,76,,60,89,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer network','Database system ','Modeling and simulation','Software Engineering','File Organisation and Processing','Creative Thinking']"
2,2,1.03,general,60,66,60,80,60,51,3,pc,pc,pc,pc,pc,pc,pc,41,56,66,50,33,,61,81,76,47,60,89,78,,,,,,,,,,,,,,60,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Database system','Numerical methods ','Advanced software engineering']"
3,1,1.1,general,60,66,60,80,60,56,3,pc,pc,pc,pc,pc,pc,pc,41,66,66,61,71,,61,81,76,47,60,89,78,,71,,,47,,72,,,,,,,60,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer architecture ','Artificial intelligence','Communication technology','Computer architecture']"
3,2,1.15,it,60,66,60,80,60,56,3,pc,pc,pc,pc,pc,pc,pc,41,66,66,61,71,,61,81,76,47,60,89,78,,71,,,47,,72,,,,,,,60,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Communication technology'.'Pattern recognition ',Wireless and mobile networks','Digital signals processing']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,2.1,general,67,61,69,92,85,64,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,2.1,general,67,61,69,92,85,64,93,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design','Data communication
','Signals and System','System Analysis and design']"
2,1,2.51,general,67,61,69,92,85,64,93,pc,pc,pc,pc,pc,pc,pc,58,80,81,87,84,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Computer network','Database system ','Modeling and simulation','Software Engineering','File Organisation and Processing','Creative Thinking']"
2,2,2.82,it,67,61,69,92,85,64,93,pc,pc,pc,pc,pc,pc,pc,83,80,81,87,84,99,87,98,93,92,92,85,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer architecture
','Computer graphics ','Artificial intelligence','Algorithms','Internet technology','Information and Computer Networks Security']"
3,1,2.98,it,67,61,69,92,85,64,93,pc,pc,pc,pc,pc,pc,pc,83,80,81,87,84,99,87,98,93,92,92,85,78,84,95,87,,92,88,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Communication technology
','Digital signals processing
','Pattern recognition','Wireless and mobile networks','Numerical methods','Advanced software engineering']"
3,2,3.06,it,67,61,69,92,85,64,93,pc,pc,pc,pc,pc,pc,pc,83,80,81,87,84,99,87,98,93,92,92,85,78,84,95,87,,92,88,85,,,,,77,94,82,91,90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced computers networks
','Advanced multimedia
','Image processing','Project-1','Computer vision ','Selected Topics in information technology']"
4,1,3.14,it,67,61,69,92,85,64,93,pc,pc,pc,pc,pc,pc,pc,83,80,81,87,84,99,87,98,93,92,92,85,78,84,95,87,,92,88,85,,,,,77,94,82,91,90,91,,,,,,84,96,,91,95,,87,89,,,,,,,,,,,,,,"['Neural networks','Knowledge based system','Project-2','Embedded systems','Virtual reality']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,2.35,general,62,74,70,88,69,70,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,2.35,general,62,74,70,88,69,70,73,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design','Data communication
','Signals and System','System Analysis and design']"
2,1,2.9,general,62,74,70,88,69,70,73,pc,pc,pc,pc,pc,pc,pc,76,90,87,96,81,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Computer network','Database system ','Modeling and simulation','Software Engineering','File Organisation and Processing','Creative Thinking']"
2,2,3.11,it,62,74,70,88,69,70,73,pc,pc,pc,pc,pc,pc,pc,76,90,87,96,81,97,86,91,94,97,91,83,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer architecture
','Computer graphics ','Artificial intelligence','Algorithms','Internet technology','Information and Computer Networks Security']"
3,1,3.15,it,62,74,70,88,69,70,73,pc,pc,pc,pc,pc,pc,pc,76,90,87,96,81,97,86,91,94,97,91,83,81,89,95,83,,85,81,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Communication technology
','Digital signals processing
','Pattern recognition','Wireless and mobile networks','Numerical methods','Advanced software engineering']"
3,2,3.15,it,62,74,70,88,69,70,73,pc,pc,pc,pc,pc,pc,pc,76,90,87,96,81,97,86,91,94,97,91,83,81,89,95,83,,85,81,83,,,,,78,84,93,87,87,84,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced computers networks
','Advanced multimedia
','Image processing','Project-1','Computer vision ','Selected Topics in information technology']"
4,1,3.2,it,62,74,70,88,69,70,73,pc,pc,pc,pc,pc,pc,pc,76,90,87,96,81,97,86,91,94,97,91,83,81,89,95,83,,85,81,83,,,,,78,84,93,87,87,84,,,,,,89,95,,92,94,,85,77,,,,,,,,,,,,,,"['Neural networks','Knowledge based system','Project-2','Embedded systems','Virtual reality']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,2.2,general,82,56,67,91,61,78,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,2.15,general,82,64,67,91,61,78,68,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design','Data communication
','Signals and System','System Analysis and design']"
2,1,2.39,general,82,64,67,91,61,78,68,pc,pc,pc,pc,pc,pc,pc,72,78,62,89,73,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Computer network','Database system ','Modeling and simulation','Software Engineering','File Organisation and Processing','Creative Thinking']"
2,2,2.56,it,82,64,67,91,61,78,68,pc,pc,pc,pc,pc,pc,pc,72,78,62,89,73,91,63,97,79,85,80,83,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer architecture
','Computer graphics ','Artificial intelligence','Algorithms','Internet technology','Information and Computer Networks Security']"
3,1,2.66,it,82,64,67,91,61,78,68,pc,pc,pc,pc,pc,pc,pc,72,78,62,89,73,91,63,97,79,85,80,83,83,87,92,78,,79,73,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Communication technology
','Digital signals processing
','Pattern recognition','Wireless and mobile networks','Numerical methods','Advanced software engineering']"
3,2,2.75,it,82,64,67,91,61,78,68,pc,pc,pc,pc,pc,pc,pc,72,78,62,89,73,91,63,97,79,85,80,83,83,87,92,78,,79,73,82,,,,,71,81,93,91,84,83,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced computers networks
','Advanced multimedia
','Image processing','Project-1','Computer vision ','Selected Topics in information technology']"
4,1,2.83,it,82,64,67,91,61,78,68,pc,pc,pc,pc,pc,pc,pc,72,78,62,89,73,91,63,97,79,85,80,83,83,87,92,78,,79,73,82,,,,,71,81,93,91,84,83,,,,,,84,97,,90,87,,79,84,,,,,,,,,,,,,,"['Neural networks','Knowledge based system','Project-2','Embedded systems','Virtual reality']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,1.89,general,84,67,66,66,67,81,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,1.9,general,84,67,66,66,67,81,66,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design','Data communication']"
2,1,2.18,general,84,67,66,66,67,81,66,pc,pc,pc,pc,pc,pc,pc,73,80,76,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Computer network','Database system ','Modeling and simulation','Software Engineering','File Organisation and Processing','Creative Thinking']"
2,2,2.49,it,84,67,66,66,67,81,66,pc,pc,pc,pc,pc,pc,pc,73,80,76,79,,,78,91,83,80,87,81,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer architecture
','Computer graphics ','Artificial intelligence','Algorithms','Internet technology','Information and Computer Networks Security']"
3,1,2.5,it,84,67,66,66,67,81,66,pc,pc,pc,pc,pc,pc,pc,73,80,76,79,,,78,91,83,80,87,81,79,81,76,75,,63,81,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Communication technology
','Digital signals processing
','Pattern recognition','Wireless and mobile networks','Numerical methods','Advanced software engineering']"
3,2,2.52,it,84,67,66,66,67,81,66,pc,pc,pc,pc,pc,pc,pc,73,80,76,79,81,91,78,91,83,80,87,81,79,81,76,75,,63,81,66,,,,,71,75,77,75,66,61,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced computers networks
','Advanced multimedia
','Image processing','Project-1','Computer vision ','Selected Topics in information technology']"
4,1,2.51,it,84,67,66,66,67,81,66,pc,pc,pc,pc,pc,pc,pc,73,80,76,79,81,91,78,91,83,80,87,81,79,81,76,75,,63,81,66,,,,,71,75,77,75,66,61,,,,,,67,81,,96,74,,60,61,,,,,,,,,,,,,,"['Neural networks','Knowledge based system','Project-2','Embedded systems','Virtual reality']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,2.39,general,74,65,71,90,93,75,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,2.38,general,74,65,71,90,93,75,72,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design','Data communication
','Signals and System','System Analysis and design']"
2,1,2.67,general,74,65,71,90,93,75,72,pc,pc,pc,pc,pc,pc,pc,69,91,80,88,75,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Computer network','Database system ','Modeling and simulation','Software Engineering','File Organisation and Processing','Creative Thinking']"
2,2,2.94,it,74,65,71,90,93,75,72,pc,pc,pc,pc,pc,pc,pc,69,91,80,88,75,89,89,97,90,88,91,89,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer architecture
','Computer graphics ','Artificial intelligence','Algorithms','Internet technology','Information and Computer Networks Security']"
3,1,2.98,it,74,65,71,90,93,75,72,pc,pc,pc,pc,pc,pc,pc,69,91,80,88,75,89,89,97,90,88,91,89,89,84,91,92,,86,74,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Communication technology
','Digital signals processing
','Pattern recognition','Wireless and mobile networks','Numerical methods','Advanced software engineering']"
3,2,2.97,it,74,65,71,90,93,75,72,pc,pc,pc,pc,pc,pc,pc,69,91,80,88,75,89,89,97,90,88,91,89,89,84,91,92,,86,74,79,,,,,77,76,81,89,80,75,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced computers networks
','Advanced multimedia
','Image processing','Project-1','Computer vision ','Selected Topics in information technology']"
4,1,2.93,it,74,65,71,90,93,75,72,pc,pc,pc,pc,pc,pc,pc,69,91,80,88,75,89,89,97,90,88,91,89,89,84,91,92,,86,74,79,,,,,77,76,81,89,80,75,,,,,,67,84,,88,78,,78,76,,,,,,,,,,,,,,"['Neural networks','Knowledge based system','Project-2','Embedded systems','Virtual reality']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,2.21,general,49,73,75,89,69,81,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,2.32,general,85,73,75,89,69,81,63,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design','Data communication
','Signals and System','System Analysis and design']"
2,1,2.09,general,85,73,75,89,69,81,63,pc,pc,pc,pc,pc,pc,pc,63,68,61,68,58,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Computer network','Database system ','Modeling and simulation','Software Engineering','File Organisation and Processing','Creative Thinking']"
2,2,2.01,it,85,73,75,89,69,81,63,pc,pc,pc,pc,pc,pc,pc,63,68,61,68,58,91,70,88,87,57,67,71,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer architecture
','Computer graphics ','Artificial intelligence','Algorithms','Internet technology','Information and Computer Networks Security']"
3,1,2.05,it,85,73,75,89,69,81,63,pc,pc,pc,pc,pc,pc,pc,63,68,61,68,53,91,70,88,87,60,67,71,75,82,71,63,,63,70,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Communication technology
','Digital signals processing
','Pattern recognition','Wireless and mobile networks','Numerical methods','Advanced software engineering']"
3,2,2.07,it,85,73,75,89,69,81,63,pc,pc,pc,pc,pc,pc,pc,63,68,61,68,53,91,70,88,87,60,67,71,75,82,71,63,,63,70,68,,,,,50,72,67,89,80,73,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced computers networks
','Advanced multimedia
','Image processing','Project-1','Computer vision ','Selected Topics in information technology']"
4,1,2.14,it,85,73,75,89,69,81,63,pc,pc,pc,pc,pc,pc,pc,63,68,61,68,71,91,70,88,87,60,67,71,75,82,71,63,,63,70,68,,,,,50,72,67,89,80,73,,,,,,68,74,,95,79,,64,73,,,,,,,,,,,,,,"['Neural networks','Knowledge based system','Project-2','Embedded systems','Virtual reality','Pattern recognition']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,1.72,general,80,57,69,66,71,81,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,1.8,general,80,57,69,66,71,81,74,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design','Data communication
','Signals and System','System Analysis and design']"
2,1,2.18,general,80,57,69,66,71,81,74,pc,pc,pc,pc,pc,pc,pc,67,79,82,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Computer network','Database system ','Modeling and simulation','Software Engineering','File Organisation and Processing','Creative Thinking']"
2,2,2.64,it,80,57,69,66,71,81,74,pc,pc,pc,pc,pc,pc,pc,67,79,82,90,85,,89,95,89,85,90,79,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer graphics ','Artificial intelligence','Algorithms','Internet technology','Information and Computer Networks Security']"
3,1,2.83,it,80,57,69,66,71,81,74,pc,pc,pc,pc,pc,pc,pc,67,79,82,90,85,91,89,95,89,85,90,79,80,89,90,89,,86,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Communication technology
','Digital signals processing
','Pattern recognition','Wireless and mobile networks','Numerical methods','Advanced software engineering']"
3,2,2.91,it,80,57,69,66,71,81,74,pc,pc,pc,pc,pc,pc,pc,67,79,82,90,85,91,89,95,89,85,90,79,80,89,90,89,,86,88,81,,,,,78,89,87,87,85,86,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced computers networks
','Advanced multimedia
','Image processing','Project-1','Computer vision ','Selected Topics in information technology','Computer architecture']"
4,1,2.9,it,80,57,69,66,71,81,74,pc,pc,pc,pc,pc,pc,pc,67,79,82,90,85,91,89,95,89,85,90,79,80,89,90,89,,86,88,81,,,,,78,89,87,87,85,86,,,,,,73,84,,90,83,,69,82,,,,,,,,,,,,,,"['Neural networks','Knowledge based system','Project-2','Embedded systems','Virtual reality','Pattern recognition','Human rights and the fight against corruption']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,1.54,general,67,81,79,60,52,70,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,1.75,general,67,81,79,60,64,70,80,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design','Data communication
','Signals and System','System Analysis and design']"
2,1,1.97,general,67,81,79,60,64,70,80,pc,pc,pc,pc,pc,pc,pc,80,72,61,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Computer network','Database system ','Modeling and simulation','Software Engineering','File Organisation and Processing','Creative Thinking']"
2,2,2.32,it,67,81,79,60,64,70,80,pc,pc,pc,pc,pc,pc,pc,80,72,61,77,78,,78,90,80,72,85,77,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer architecture
','Computer graphics ','Artificial intelligence','Algorithms','Internet technology','Information and Computer Networks Security']"
3,1,2.42,it,67,81,79,60,64,70,80,pc,pc,pc,pc,pc,pc,pc,80,72,61,77,78,89,78,90,80,72,85,77,80,83,80,75,,71,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Communication technology
','Digital signals processing
','Pattern recognition','Wireless and mobile networks','Numerical methods','Advanced software engineering']"
3,2,2.48,it,67,81,79,60,64,70,80,pc,pc,pc,pc,pc,pc,pc,80,72,61,77,78,89,78,90,80,72,85,77,80,83,80,75,,71,86,69,,,,,60,77,79,87,73,80,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced computers networks
','Advanced multimedia
','Image processing','Project-1','Computer vision ','Selected Topics in information technology']"
4,1,2.58,it,67,81,79,60,64,70,80,pc,pc,pc,pc,pc,pc,pc,80,72,61,77,78,89,78,90,80,72,85,77,80,83,80,75,,71,86,69,,,,,60,77,79,87,73,80,,,,,,82,83,,90,86,,79,81,,,,,,,,,,,,,,"['Neural networks','Knowledge based system','Project-2','Embedded systems','Virtual reality']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,1.33,general,64,68,71,37,62,72,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,1.25,general,64,68,71,67,62,72,10,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design','Data communication
']"
